kanji,id_5th_ed,id_6th_ed,keyword_5th_ed,keyword_6th_ed,components,on_reading,kun_reading,stroke_count,jlpt
犠,643,693,sacrifice,sacrifice,cow; righteousness; sheep; ego; hand; fiesta,ギ; キ,いけにえ,17,N1
抹,644,694,rub,rub,finger; fingers; extremity; one; tree; wood,マツ,,8,N1
拭,2254,695,wipe,wipe,finger; fingers; style; arrow; craft,ショク; シキ,ぬぐ.う; ふ.く,9,
拉,3017,696,yank,yank,,ラ; ラツ; ロウ,くだ.く; ひし.ぐ; らっ.する,8,
抱,645,697,embrace,embrace,finger; fingers; wrap; bound up; snake; self,ホウ,だ.く; いだ.く; かか.える,8,N3
搭,646,698,board,board,finger; fingers; flowers; fit; meeting; umbrella; one; mouth,トウ,,12,N1
抄,647,699,extract,extract,finger; fingers; few,ショウ,,7,N1
抗,648,700,confront,confront,finger; fingers; whirlwind; top hat; wind,コウ,,7,N1
批,649,701,criticism,criticism,finger; fingers; compare; spoon; sitting on the ground,ヒ,,7,N1
招,650,702,beckon,beckon,finger; fingers; summon; seduce; sword; dagger; mouth,ショウ,まね.く,8,N3
拓,651,703,clear the land,clear the land,finger; fingers; stone; rock,タク,ひら.く,8,N1
拍,652,704,clap,clap,finger; fingers; white; dove,ハク; ヒョウ,,8,N1
打,653,705,strike,strike,finger; fingers; street; nail; spike,ダ; ダアス,う.つ; う.ち-; ぶ.つ,5,N3
拘,654,706,arrest,arrest,finger; fingers; phrase; bound up; mouth,コウ,かか.わる,8,N1
捨,655,707,discard,discard,finger; fingers; cottage; little-thatch; umbrella; lidded crock; earthenware jar; soil; dirt; ground; mouth,シャ,す.てる,11,N2
拐,656,708,kidnap,kidnap,finger; fingers; mouth; sword; dagger,カイ,,8,N1
摘,657,709,pinch,pinch,finger; fingers; antique; vase; stand up; hood; old; tombstone; gravestone; church; ten; needle; mouth,テキ,つ.む,14,N1
挑,658,710,challenge,challenge,finger; fingers; turtle; portent,チョウ,いど.む,9,N1
指,659,711,finger,finger,fingers; delicious; spoon; sitting on the ground; sun; day,シ,ゆび; さ.す; -さ.し,9,N3
持,660,712,hold,hold,finger; fingers; Buddhist temple; soil; dirt; ground; glue,ジ,も.つ; -も.ち; も.てる,9,N4
拶,2261,713,imminent,imminent,finger; fingers; stream; flood; evening,サツ,せま.る,9,
括,661,714,fasten,fasten,finger; fingers; tongue; thousand; mouth,カツ,くく.る,9,N1
揮,662,715,brandish,brandish,finger; fingers; army; chariot; crown; car; vehicle,キ,ふる.う,12,N1
推,663,716,conjecture,conjecture,finger; fingers; turkey,スイ,お.す,11,N1
揚,664,717,hoist,hoist,finger; fingers; piggy bank; sun; day; piglets,ヨウ,あ.げる; -あ.げ; あ.がる,12,N1
提,665,718,propose,propose,finger; fingers; just so; sun; day; mend,テイ; チョウ; ダイ,さ.げる,12,N1
損,666,719,damage,damage,finger; fingers; employee; mouth; shellfish; clam; oyster; eye; animal legs; eight,ソン,そこ.なう; そこな.う; -そこ.なう; そこ.ねる; -そこ.ねる,13,N2
拾,667,720,pick up,pick up,finger; fingers; fit; meeting; umbrella; one; mouth,シュウ; ジュウ,ひろ.う,9,N2
担,668,721,shouldering,shouldering,finger; fingers; nightbreak; sun; day; one; floor,タン,かつ.ぐ; にな.う,8,N2
拠,669,722,foothold,foothold,finger; fingers; dispose; walking legs; wind,キョ; コ,よ.る,8,N1
描,670,723,sketch,sketch,finger; fingers; seedlings; flowers; rice field; brains,ビョウ,えが.く; か.く,11,N1
操,671,724,maneuver,maneuver,finger; fingers; wooden goods; furniture; goods; mouth; tree; wood,ソウ; サン,みさお; あやつ.る,16,N1
接,672,725,touch,touch,finger; fingers; concubine; vase; stand up; woman,セツ; ショウ,つ.ぐ,11,N2
掲,673,726,put up a notice,put up a notice,put up (a notice); finger; fingers; mexican bandit; muchacho; siesta; sun; day; aroma; bound up; spoon; sitting on the ground,ケイ,かか.げる,11,N1
掛,674,727,hang,hang,finger; fingers; ivy; square jewel; soil; dirt; ground; magic wand; augury,カイ; ケイ,か.ける; -か.ける; か.け; -か.け; -が.け; か.かる; -か.かる; -が.かる; か.かり; -が.かり; かかり; -がかり,11,N3
捗,2269,728,make headway,make headway,finger; fingers; walk; stop; footprint; few,チョク; ホ,はかど.る,10,
研,675,729,polish,polish,stone; rock; two hands,ケン,と.ぐ,9,N4
戒,676,730,commandment,commandment,two hands; fiesta,カイ,いまし.める,7,N1
弄,2558,731,tinker with,tinker with,king; jewel; ball; two hands,ロウ; ル,いじく.る; ろう.する; いじ.る; ひねく.る; たわむ.れる; もてあそ.ぶ,7,
械,677,732,contraption,contraption,tree; wood; commandments; two hands; fiesta,カイ,かせ,11,N2
鼻,678,733,nose,nose,drop; eye; rice field; brains; two hands,ビ,はな,14,N2
刑,679,734,punish,punish,two hands; sword; sabre; saber,ケイ,,6,N1
型,680,735,mold,mould,punish; two hands; sword; sabre; saber; soil; dirt; ground,ケイ,かた; -がた,9,N2
才,681,736,genius,genius,genie,サイ,,3,N3
財,682,737,property,property,shellfish; clam; oyster; eye; animal legs; eight; genie,ザイ; サイ; ゾク,たから,10,N3
材,683,738,lumber,lumber,tree; wood; genie,ザイ,,7,N2
存,684,739,suppose,suppose,genie; child,ソン; ゾン,,6,N3
在,685,740,exist,exist,genie; soil; dirt; ground,ザイ,あ.る,6,N3
乃,686,741,from,from,fist,ナイ; ダイ; ノ; アイ,の; すなわ.ち; なんじ,2,N1
携,687,742,portable,portable,finger; fingers; turkey; fist; from,ケイ,たずさ.える; たずさ.わる,13,N1
及,688,743,reach out,reach out,fist; from; drop,キュウ,およ.ぶ; およ.び; および; およ.ぼす,3,N1
吸,689,744,suck,suck,mouth; reach out,キュウ,す.う,6,N3
扱,690,745,handle,handle,finger; fingers; reach out,ソウ; キュウ,あつか.い; あつか.う; あつか.る; こ.く,6,N1
丈,691,746,length,length,stick; tucked under the arm,ジョウ,たけ; だけ,3,
史,692,747,history,history,mouth; tucked under the arm,シ,,5,N2
吏,693,748,officer,officer,history; length; stick; one; mouth; tucked under the arm,リ,,6,N1
更,694,749,grow late,grow late,Ameratasu; one; ceiling; sun; tucked under the arm,コウ,さら; さら.に; ふ.ける; ふ.かす,7,N3
硬,695,750,stiff,stiff,stone; rock; grow late; Ameratasu; one; ceiling; sun; tucked under the arm,コウ,かた.い,12,N2
梗,2498,751,spiny,spiny,tree; wood; grow late; Ameratasu; one; ceiling; sun; tucked under the arm,コウ; キョウ,ふさぐ; やまにれ; おおむね,11,
又,696,752,or again,or again,crotch,ユウ,また; また-; また.の-,2,N1
双,697,753,pair,pair,crotch,ソウ,ふた; たぐい; ならぶ; ふたつ,4,N2
桑,698,754,mulberry,mulberry,crotch; tree; wood,ソウ,くわ,10,N1
隻,699,755,vessels,vessels,turkey; crotch,セキ,,10,N2
護,700,756,safeguard,safeguard,say; words; keitai; mouth; radio caroline; flowers; vessels; turkey; crotch,ゴ,まも.る,20,N1
獲,701,757,seize,seize,pack of wild dogs; radio caroline; flowers; vessels; turkey; crotch,カク,え.る,16,N1
奴,702,758,guy,guy,woman; crotch,ド,やつ; やっこ,5,N1
怒,703,759,angry,angry,guy; woman; crotch; heart,ド; ヌ,いか.る; おこ.る,9,N3
友,704,760,friend,friend,by one’s side; crotch,ユウ,とも,4,N5
抜,705,761,slip out,slip out,finger; fingers; friend; woman; crotch,バツ; ハツ; ハイ,ぬ.く; -ぬ.く; ぬ.き; ぬ.ける; ぬ.かす; ぬ.かる,7,N3
投,706,762,throw,throw,finger; fingers; cruise missile; missile; wind; crotch,トウ,な.げる; -な.げ,7,N3
没,707,763,drown,drown,water; water droplets; water pistol; cruise missile; missile; wind; crotch,ボツ; モツ,おぼ.れる; しず.む; ない,7,N1
股,2454,764,thigh,thigh,moon; month; flesh; part of the body; cruise missile; missile; wind; crotch,コ,また; もも,8,
設,708,765,establishment,establishment,say; words; keitai; mouth; cruise missile; missile; wind; crotch,セツ,もう.ける,11,N2
撃,709,766,beat,beat,tank; car; cruise missile; missile; wind; crotch; hand,ゲキ,う.つ,15,N1
殻,710,767,husk,husk,samurai; superfluous; crown; wind; cruise missile; missile; wind; crotch,カク; コク; バイ,から; がら,11,N1
支,711,768,branch,branch,ten; needle; crotch,シ,ささ.える; つか.える; か.う; しんよう; じゅうまた,4,N3
技,712,769,skill,skill,finger; fingers; branch; ten; needle; crotch,ギ,わざ,7,N2
枝,713,770,bough,bough,tree; wood; branch; ten; needle; crotch,シ,えだ,8,N2
肢,714,771,limb,limb,moon; month; flesh; part of the body; branch; ten; needle; crotch,シ,,8,N1
茎,715,772,stalk,stalk,flowers; spool; clod; toilet paper; crotch; soil; dirt; ground,ケイ; キョウ,くき,8,N1
怪,716,773,suspicious,suspicious,Freud; state of mind; spool; clod; toilet paper; crotch; soil; dirt; ground,カイ; ケ,あや.しい; あや.しむ,8,N1
軽,717,774,lightly,lightly,car; spool; clod; toilet paper; crotch; soil; dirt; ground,ケイ,かる.い; かろ.やか; かろ.んじる,12,N2
叔,718,775,uncle,uncle,above; small; little; crotch,シュク,,8,N1
督,719,776,coach,coach,uncle; above; small; little; crotch; eye,トク,,13,N1
寂,720,777,loneliness,loneliness,house; uncle; above; small; little; crotch,ジャク; セキ,さび; さび.しい; さび.れる; さみ.しい,11,N1
淑,721,778,graceful,graceful,water; water droplets; water pistol; uncle; above; small; little; crotch,シュク,しと.やか,11,N1
反,722,779,anti-,anti-,demonstation; cliff; crotch,ハン; ホン; タン; ホ,そ.る; そ.らす; かえ.す; かえ.る; -かえ.る,4,N3
坂,723,780,slope,slope,soil; dirt; ground; anti-; demonstration; cliff; crotch,ハン,さか,7,N2
板,724,781,plank,plank,tree; wood; anti-; demonstration; cliff; crotch,ハン; バン,いた,8,N2
返,725,782,return,return,anti-; demonstration; cliff; crotch; road,ヘン,かえ.す; -かえ.す; かえ.る; -かえ.る,7,N3
販,726,783,marketing,marketing,shellfish; clam; oyster; eye; animal legs; eight; anti-; demonstration; cliff; crotch,ハン,,11,N2
爪,727,784,claw,claw,vulture,ソウ,つめ; つま-,4,
妥,728,785,gentle,gentle,claw; vulture; woman,ダ,,7,N1
乳,729,786,milk,milk,fledgling; claw; vulture; child; fishhook,ニュウ,ちち; ち,8,N2
浮,730,787,floating,floating,water; water droplets; water pistol; fledgling; claw; vulture; child,フ,う.く; う.かれる; う.かぶ; む; う.かべる,10,N3
淫,2298,788,lewd,lewd,water; water droplets; water pistol; claw; vulture; porter; drop; samurai,イン,ひた.す; ほしいまま; みだ.ら; みだ.れる; みだり,11,
将,731,789,leader,leader,turtle; claw; vulture; glue,ショウ; ソウ,まさ.に; はた; まさ; ひきい.る; もって,10,N2
奨,732,790,exhort,exhort,leader; turtle; claw; vulture; glue; large; St. Bernard,ショウ; ソウ,すす.める,13,N1
采,2090,791,grab,grab,claw; vulture; tree; wood,サイ,と.る; いろどり,8,N1
採,733,792,pick,pick,finger; fingers; grab; claw; vulture; tree; wood,サイ,と.る,11,N2
菜,734,793,vegetable,vegetable,flowers; grab; claw; vulture; tree; wood,サイ,な,11,N2
受,735,794,accept,accept,birdhouse; birdcage; claw; vulture; crown; crotch,ジュ,う.ける; -う.け; う.かる,8,N3
授,736,795,impart,impart,finger; fingers; accept; birdhouse; birdcage; claw; vulture; crown; crotch,ジュ,さず.ける; さず.かる,11,N1
愛,737,796,love,love,birdhouse; birdcage; claw; vulture; crown; love birds; heart; walking legs,アイ,いと.しい,13,N3
曖,2437,797,equivocal,unclear,sun; love; birdhouse; birdcage; claw; vulture; crown; love birds; heart; walking legs,アイ,くら.い,17,
払,738,798,pay,pay,finger; fingers; elbow,フツ; ヒツ; ホツ,はら.う; -はら.い; -ばら.い,5,N3
広,739,799,wide,wide,cave; elbow,コウ,ひろ.い; ひろ.まる; ひろ.める; ひろ.がる; ひろ.げる,5,N4
勾,2148,800,flexed,hooked,bound up; elbow,コウ; ク,かぎ; ま.がる,4,
拡,740,801,broaden,broaden,finger; fingers; wide; cave; elbow,カク; コウ,ひろ.がる; ひろ.げる; ひろ.める,8,N1
鉱,741,802,mineral,mineral,metal; gold; wide; cave; elbow,コウ,あらがね,13,N2
弁,742,803,valve,valve,elbow; two hands,ベン; ヘン,わきま.える; わ.ける; はなびら; あらそ.う,5,N1
雄,743,804,masculine,male,Yamanote; by one’s side; elbow; turkey,ユウ,お-; おす; おん,12,N1
台,744,805,pedestal,pedestal,elbow; mouth,ダイ; タイ,うてな; われ; つかさ,5,N4
怠,745,806,neglect,neglect,pedestal; elbow; mouth; heart,タイ,おこた.る; なま.ける,9,N1
治,746,807,reign,reign,water; water droplets; water pistol; pedestal; elbow; mouth,ジ; チ,おさ.める; おさ.まる; なお.る; なお.す,8,N3
冶,2137,808,metallurgy,metallurgy,ice; pedestal; elbow; mouth,ヤ,い.る,7,N1
始,747,809,commence,commence,woman; pedestal; elbow; mouth,シ,はじ.める; -はじ.める; はじ.まる,8,N4
胎,748,810,womb,womb,moon; month; flesh; part of the body; pedestal; elbow; mouth,タイ,,9,N1
窓,749,811,window,window,hole; house; human legs; elbow; heart,ソウ; ス,まど; てんまど; けむだし,11,N3
去,750,812,gone,gone,soil; dirt; ground; elbow,キョ; コ,さ.る; -さ.る,5,N4
法,751,813,method,method,water; water droplets; water pistol; gone; soil; dirt; ground; elbow,ホウ; ハッ; ホッ; フラン,のり,8,N3
会,752,814,meeting,meeting,one; wall; umbrella; rising cloud; two; elbow; wall,カイ; エ,あ.う; あ.わせる; あつ.まる,6,N4
至,753,815,climax,climax,wall; one; ceiling; elbow; soil; dirt; ground,シ,いた.る,6,N1
室,754,816,room,room,house; climax; wall; one; ceiling; elbow; soil; dirt; ground,シツ,むろ,9,N4
到,755,817,arrival,arrival,climax; wall; one; ceiling; elbow; soil; dirt; ground; sword; sabre; saber,トウ,いた.る,8,N3
致,756,818,doth,doth,climax; wall; one; ceiling; elbow; soil; dirt; ground; taskmaster,チ,いた.す,10,N1
互,757,819,mutually,mutually,one; ceiling; one; floor,ゴ,たが.い; かたみ.に,4,N3
棄,758,820,abandon,abandon,infant; toddler; top hat; elbow; buckle; tree; wood,キ,す.てる,13,N1
育,759,821,bring up,bring up,infant; toddler; top hat; elbow; moon; month; flesh; part of the body,イク,そだ.つ; そだ.ち; そだ.てる; はぐく.む,8,N3
撤,760,822,remove,remove,finger; fingers; borstal; bring up; infant; toddler; top hat; elbow; moon; month; flesh; part of the body; taskmaster,テツ,,15,N1
充,761,823,allot,allot,infant; toddler; top hat; elbow; human legs,ジュウ,あ.てる; み.たす,6,N1
銃,762,824,gun,gun,metal; gold; allot; infant; toddler; top hat; elbow; human legs,ジュウ,つつ,14,N1
硫,763,825,sulfur,sulfur,sulphur; stone; rock; lifebelt; infant; toddler; top hat; elbow; stream; flood,リュウ,,12,N1
流,764,826,current,current,water; water droplets; water pistol; lifebelt; infant; toddler; top hat; elbow; stream; flood,リュウ; ル,なが.れる; なが.れ; なが.す; -なが.す,10,N3
允,765,827,license,license,elbow; human legs,イン,じょう; まこと.に; ゆるす,4,N1
唆,766,828,tempt,tempt,mouth; streetwalker; Ministry of silly walks; John Cleese; license; elbow; human legs; walking legs,サ,そそのか.す,10,N1
出,767,829,exit,exit,,シュツ; スイ,で.る; -で; だ.す; -だ.す; い.でる; い.だす,5,N5
山,768,830,mountain,mountain,,サン; セン,やま,3,N5
拙,769,831,bungling,bungling,finger; fingers; exit,セツ,つたな.い,8,N1
岩,770,832,boulder,boulder,mountain; stone; rock,ガン,いわ,8,N2
炭,771,833,charcoal,charcoal,mountain; ashes; cliff; fire,タン,すみ,9,N2
岐,772,834,branch off,branch off,mountain; branch; ten; needle; crotch,キ; ギ,,7,N1
峠,773,835,mountain peak,mountain pass,mountain; above; below,,とうげ,9,N1
崩,774,836,crumble,crumble,mountain; companion; moon; month; flesh; part of the body,ホウ,くず.れる; -くず.れ; くず.す,11,N1
密,775,837,secrecy,secrecy,house; invariably; heart; mountain,ミツ,ひそ.か,11,N1
蜜,776,838,honey,honey,house; invariably; heart; insect,ミツ; ビツ,,14,
嵐,777,839,storm,storm,mountain; wind; gnats; drop; insect,ラン,あらし,12,N1
崎,778,840,promontory,promontory,mountain; strange; large; St. Bernard; can; street; nail; spike; mouth,キ,さき; さい; みさき,11,N1
崖,2227,841,bluffs,bluffs,mountain; cliff; ivy; square jewel; soil; dirt; ground,ガイ; ゲ; ギ,がけ; きし; はて,11,
入,779,842,enter,enter,,ニュウ; ジュ,い.る; -い.る; -い.り; い.れる; -い.れ; はい.る,2,N5
込,780,843,crowded,crowded,enter; road,,こ.み; -こ.み; -こ.む; こ.む; こ.める,5,N3
分,781,844,part,part,eight; sword; dagger,ブン; フン; ブ,わ.ける; わ.け; わ.かれる; わ.かる; わ.かつ,4,
貧,782,845,poverty,poverty,part; eight; sword; dagger; shellfish; clam; oyster; eye; animal legs; eight,ヒン; ビン,まず.しい,11,N3
頒,783,846,partition,partition,part; eight; sword; dagger; head; page; one; ceiling; drop; shellfish; clam; oyster; eye; animal legs; eight,ハン,わか.つ,13,N1
公,784,847,public,public,eight; elbow,コウ; ク,おおやけ,4,N4
松,785,848,pine tree,pine tree,tree; wood; public; eight; elbows,ショウ,まつ,8,N1
翁,786,849,venerable old man,venerable old man,public; eight; elbows; feathers; wings,オウ,おきな,10,N1
訟,787,850,sue,sue,say; words; keitai; mouth; public; eight; elbows,ショウ,,11,N1
谷,788,851,valley,valley,eight; umbrella; mouth,コク,たに; きわ.まる,7,N2
浴,789,852,bathe,bathe,water; water droplets; water pistol; valley; eight; umbrella; mouth,ヨク,あ.びる; あ.びせる,10,N2
